ID,text,target
ynat-v1_train_00019,페이스북의 인터넷 드론 '아퀼라' 실기 첫 비행 성공,4
ynat-v1_train_00020,추신수·타율 0.265로 시즌 종료… 최지만·19홈런·6…,1
ynat-v1_train_00020,추신수 타율 0.265로 시즌 마감…최지만은 19홈런·6…,1
ynat-v1_train_00021,KIA·팬들에게 감사의 마음을 전하다,1
ynat-v1_train_00021,KIA·팬들에게 감사 인사 전해,1
ynat-v1_train_00022,현대차·임원 6명 증원한다,3
ynat-v1_train_00022,현대차·임원 6명 늘린다,3
ynat-v1_train_00023,박항서·아시아 대회에서 목소리를 높인 박항서·베트남은 일본을 이길 수 없…,1
ynat-v1_train_00023,아시안게임 목소리 높인 박항서 베트남이 일본 못 이길…,1
ynat-v1_train_00024,서울에 다시 오존주의보 발령… 도심·서북·동북권 발령 종합,3
ynat-v1_train_00024,서울에 다시 오존주의보…도심·서북·동북권 발령종합,3
ynat-v1_train_00025,선폭 및 현장 조사 결과 발표,3
ynat-v1_train_00025,선 폭·현장 조사 결과 발표,3
ynat-v1_train_00026,STJ레콤·2분기 영업이익 4 105억원…21% 증가,5
ynat-v1_train_00026,에스티제이레콤·2분기 영업이익 4·105억원… .21% 증가,5
ynat-v1_train_00027,생체인증 도입·서비스 이용 끝,4
ynat-v1_train_00027,생체 인증 도입 및 서비스 이용 종료,4
ynat-v1_train_00028,감독 2호 축구연맹에 회람,1
ynat-v1_train_00028,감독 2호 축구연맹에 회부,1
ynat-v1_train_00029,인천·35℃ 폭염 속 축구 경기 열기 뜨겁다,1
ynat-v1_train_00029,인천·35℃의 무더위 속 축구 관전 열기도 뜨겁다.,1
ynat-v1_train_00030,해외 로밍·폭탄처럼 빨라진다,4
ynat-v1_train_00030,해외 로밍·초고속으로 고속화하기,4
ynat-v1_train_00031,세계무역협회·1·550명의 무역인 배출,3
ynat-v1_train_00031,세계무역협회·무역인 1천550명 배출,3
ynat-v1_train_00032,박항서 감독·베트남 축구 국가대표팀 감독,1
ynat-v1_train_00032,박항서 감독·베트남 축구 대표팀 이끌다,1
ynat-v1_train_00033,석면 규제를 지키지 않으면,3
ynat-v1_train_00033,석면 규정 지켜야,3
ynat-v1_train_00034,유엔 안보리 대북제재 결의 2270호 이행보고서 제출한 국가 70개국에 육박,6
ynat-v1_train_00034,안보리 대북결의안 2270호 이행보고서 제출한 나라 70개 육박,6
ynat-v1_train_00035,게시판KBS 코로나가 바꾼 일상의 대국민 영상 공모!,0
ynat-v1_train_00035,게시판 KBS 코로나가 바꾼 일상 대국민 영상 공모,0
ynat-v1_train_00036,크루즈 관광객을 위한 반나절 부산 해안 트레킹 상품 개발,0
ynat-v1_train_00036,크루즈 관광객용 반나절 부산 해안 트레킹 상품 개발,0
ynat-v1_train_00037,생산 인공광·DCST C 기보다 효과적,4
ynat-v1_train_00037,생산 인공 조명·DCST C 기계 더 효과적인 생산,4
ynat-v1_train_00038,마틴·우리카드 감독으로 V리그에 복귀… 한국 좋아요,1
ynat-v1_train_00038,마틴 우리카드 코치로 V리그 복귀…한국 좋아요,1
ynat-v1_train_00039,LG G8 ThinkQ 15일부터 예약판매… 디스플레이 1회 무상교환 혜택,4
ynat-v1_train_00039,LG G8 씽큐 15일부터 예판…디스플레이 1회 무상교체 혜택,4
ynat-v1_train_00040,피폭 노동자가 증언하는 후쿠시마 원전의 은폐와 속임수!,3
ynat-v1_train_00040,피폭 노동자가 증언하는 후쿠시마 원전 은폐와 속임수,3
ynat-v1_train_00041,다저스 바츠 감독 체제에서 담당 포수 확정!,1
ynat-v1_train_00041,다저스·버츠 감독 체제 하에 담당 포수 확정!,1
ynat-v1_train_00042,창조경제 논의·WEF 연차총회서 열려,2
ynat-v1_train_00042,WEF 연차총회에서 창조경제 논의·WEF 연차총회 개최,2
ynat-v1_train_00043,한국민족의 뿌리가 북방…5천년 전 한반도서 자생적으로 형성,0
ynat-v1_train_00043,한민족의 뿌리는 북방민족… 5·000년 전 한반도도 자생적으로 형성된…,0
ynat-v1_train_00044,산업 생산 증가·제조업 가동률 상승,5
ynat-v1_train_00044,산업생산 증가·제조업 가동률 상승,5
ynat-v1_train_00045,특별 제품 흔들,3
ynat-v1_train_00045,특수 제품 흔들림,3
ynat-v1_train_00046,5인 농구팀·4명의 은행원들을 물리치다,1
ynat-v1_train_00046,5명 농구팀·4개 은행 직원 꺾어,1
ynat-v1_train_00047,김종인 라더스 사태·충격 지속,2
ynat-v1_train_00047,김정인 라더스 사건·충격이 계속되고 있다.,2
ynat-v1_train_00048,김정은·트로트 보니 춤 실력 모르겠다,1
ynat-v1_train_00048,김정운 트로트 보니의 댄스 실력을 알 수 없다.,1
ynat-v1_train_00049,인공지능·진보인가?,3
ynat-v1_train_00050,미국 MBA·여성 비율 꾸준히 증가,6
ynat-v1_train_00051,근육 조직 생성에 필수적인 열쇠를 발견하다,4
ynat-v1_train_00051,근육조직 생성에 필수적인 열쇠 발견,4
ynat-v1_train_00052,한국에서 얼마나 벌 수 있을까?,4
ynat-v1_train_00053,코로나 시대의 등교 풍경,3
ynat-v1_train_00053,코로나 시대 등교 모습,3
ynat-v1_train_00054,LG V40·5개의 카메라로 촬영의 즐거움을 선사합니다.,4
ynat-v1_train_00054,LG V40·5개 카메라로 촬영의 즐거움 선사,4
ynat-v1_train_00055,스마트폰 분실 방지 스마트 트래커,4
ynat-v1_train_00055,스마트폰 분실 막는 스마트 트래커,4
ynat-v1_train_00056,유엔 리비아 내전 악화·국제적 확산 우려…아랍연맹 긴급회의종합,6
ynat-v1_train_00056,유엔·리비아 내전 악화 및 국제적 확산 우려… 아랍연맹 긴급회의 종합,6
ynat-v1_train_00057,문 대통령·김정은 회담 조기 마무리,2
ynat-v1_train_00057,문 대통령·김정은 회담 조속히 마무리,2
ynat-v1_train_00058,한M2 치료제 개발 본격화,6
ynat-v1_train_00058,한국형 M2 치료제 개발 본격화,6
ynat-v1_train_00060,공룡 파충류라기보다는 타조·매 등 조류에 가깝다.,4
ynat-v1_train_00060,공룡 파충류보다는 타조·매 등 새에 가깝다,4
ynat-v1_train_00061,대한항공 우리카드 꺾고 3연승… GS칼텍스 1라운드 전승 종합…,1
ynat-v1_train_00061,대한항공 우리카드 꺾고 3연승…GS칼텍스 1라운드 전승종합,1
ynat-v1_train_00062,10만 명 돌파,5
ynat-v1_train_00063,영상 당선부터 퇴임까지… 나경원 대표의원의 다사다난했던 1년,2
ynat-v1_train_00063,영상 선출부터 퇴장까지…나경원 원내대표 파란만장 1년,2
ynat-v1_train_00064,유럽연합·상품교환협정,5
ynat-v1_train_00064,유럽 연합·상품 교환 합의,5
ynat-v1_train_00065,3부·국제사회의 일원!,2
ynat-v1_train_00065,3부·국제사회 일원!,2
ynat-v1_train_00066,UEFA 챔스리그 4강 마드리드 더비 성사…레알 vs 아…,1
ynat-v1_train_00066,UEFA 챔피언스 준준결승 마드리드 더비·마드리드 더비 실현… 레알 vs 아틀레티코 마드리드…,1
ynat-v1_train_00067,콩나물 가격 급등·지하철 이용객 증가,6
ynat-v1_train_00067,콩나물 값 폭등·지하철 이용객 증가,6
ynat-v1_train_00068,MBC 류현준 특집 다큐멘터리… MLB의 전설 류현준에게 듣는 류현준의 이야기,1
ynat-v1_train_00068,MBC 류현진 특집 다큐…MLB 전설에게 듣는 류현진,1
ynat-v1_train_00069,D1v 활성화·고용 안정에 도움이 될까?,2
ynat-v1_train_00069,D1v 활성화·고용 안정에 도움 될까?,2
ynat-v1_train_00070,모바일 컴퓨팅의 미래는… 서울서 국제학회 ACM모비스 개막·모바일 컴퓨팅의 미래는?,4
ynat-v1_train_00070,모바일 컴퓨팅 미래는…서울서 국제학회 ACM 모비시스 개막,4
ynat-v1_train_00071,영상 냄새가 나는데요… 퇴근길에 마주친 수상한 차를 쫓아가 보니…,4
ynat-v1_train_00071,영상 냄새가 나는데…퇴근길 마주친 수상한 차 따라가봤더니,4
ynat-v1_train_00072,독일·반이스라엘 테러 팔레스타인인 강연 저지… 비자 발급 취소 비자도 취소,6
ynat-v1_train_00072,獨 反이스라엘 테러 팔레스타인인 강연 차단…비자도 취소,6
ynat-v1_train_00073,대한항공·인천~바르셀로나 노선 첫 취항,0
ynat-v1_train_00073,대한항공 인천∼바르셀로나 노선 첫 취항,0
ynat-v1_train_00074,월드컵 사령탑 S 감독·한국전 승리 자신감 넘쳐,1
ynat-v1_train_00074,월드컵 사령탑 S 감독·한국전 승리 자신감,1
ynat-v1_train_00075,특허 6호·금조달에 52P 신고,5
ynat-v1_train_00075,특허 제6호·자금조달에 대한 52P 보고,5
ynat-v1_train_00076,북한·민주주의 전선 결성 보고회 개최,2
ynat-v1_train_00076,북한민주화전선 결성 보고회 개최,2
ynat-v1_train_00077,법정·내 처리 요구,5
ynat-v1_train_00077,법정 내 처리요구,5
ynat-v1_train_00078,대구·경북 고용유지지원금 신청 폭주…2∼3월 7천550건,3
ynat-v1_train_00078,대구·경북 고용유지지원금 신청 쇄도… 2∼3월 7천550건…,3
ynat-v1_train_00079,애스턴마틴·국내 500대 생산,0
ynat-v1_train_00080,태블릿PC 조작설 변희재 1심 징역 2년 선고… 악의적인 공격을 반복하는 종합,3
ynat-v1_train_00080,태블릿PC 조작설 변희재 1심 징역2년…악의적 공격 반복종합,3
ynat-v1_train_00081,한적한 성산 일출봉 주차장,0
ynat-v1_train_00081,한산한 성산일출봉 주차장,0
ynat-v1_train_00082,추신수·경기 종료 후 타율 0.21 기록,1
ynat-v1_train_00082,추신수·경기 종료 후 타율 0.21을 기록했다.,1
ynat-v1_train_00084,한국사이버·2분기 영업이익 감소,5
ynat-v1_train_00084,한국사이버·2분기 영업익 감소,5
ynat-v1_train_00085,네이버 모바일 예능판에도 AI 콘텐츠 추천 시스템 적용,4
ynat-v1_train_00085,네이버 모바일 연예판에도 AI 콘텐츠 추천 시스템 적용,4
ynat-v1_train_00086,의료 서비스 이용 및 사전 예약 필수,6
ynat-v1_train_00086,의료 서비스 이용·사전 예약 필수,6
ynat-v1_train_00087,수능 6개월 전·울 문서 공개,0
ynat-v1_train_00087,수능 6개월 앞두고·울 문서 공개,0
ynat-v1_train_00088,증시신상품 국채선물 인버스 ETF 3종,5
ynat-v1_train_00088,주식 신상품 국채선물 인버스 ETF 3종,5
ynat-v1_train_00089,내비게이션·국민 편의 향상,3
ynat-v1_train_00089,내비게이션·국민 편의성 향상,3
ynat-v1_train_00090,서울문고·영풍문고 인수… 라인 서점과 양건 체제,0
ynat-v1_train_00090,서울문고·영풍문고 인수… 라인서점과 양강 체제,0
ynat-v1_train_00091,온천의 한약과 열을 느껴보세요·천연 온천 'D20,3
ynat-v1_train_00091,온천의 한방·뜨겁게 느껴보세요·천연 온천 'D20,3
ynat-v1_train_00092,전국민 체험 프로그램·78개 지역 확대,4
ynat-v1_train_00093,문 대통령·호주 총리와 축구 평가전 1대1 무승부 기념식 가져,2
ynat-v1_train_00093,문대통령 호주 총리와 축구 평가전 1대1 무승부 축하,2
ynat-v1_train_00094,멀티골로 축구의 승리,1
ynat-v1_train_00094,멀티골로 축구 승리,1
ynat-v1_train_00095,흥국운용 2·350억원 규모 중순위 인수금융펀드 1호 결성 완료,5
ynat-v1_train_00095,흥국운용 2천350억원 중순위 인수금융펀드 1호 결성 완료,5
ynat-v1_train_00096,구글 피커 없이도 사용 가능,4
ynat-v1_train_00096,구글 피커 없이 사용 가능,4
ynat-v1_train_00097,3D 모델·종이에 출력 가능,4
ynat-v1_train_00097,3D 모델·종이로 출력 가능,4
ynat-v1_train_00099,北 무수단 발사 대기권 재진입 기술 확보 여부가 관건,2
ynat-v1_train_00099,북측 무수단 발사·대기권 재진입 기술 확보가 관건,2
ynat-v1_train_00100,北 서방에 백두산 연구 먼저 제의…과학외교 활발,2
ynat-v1_train_00100,북서부에 백두산 연구 먼저 제안… 과학외교 활성화,2
ynat-v1_train_00101,~학농구리·8일 고려대중앙대 경pt 개막,1
ynat-v1_train_00101,~대학농구·8일 고려대 중앙대 농구 PT 개막,1
ynat-v1_train_00102,코스피·미국발 악재에 또다시 급락…2360선 급락… .2360대로 폭락,5
ynat-v1_train_00102,코스피 미국발 악재에 또 급락…2360대로 털썩,5
ynat-v1_train_00103,D대·교육 목적 허용,5
ynat-v1_train_00103,D대·교육목적 허가,5
ynat-v1_train_00104,승리에도 침체되어 있던 박기원 감독의 엔진이 꺼진 것 같다.,1
ynat-v1_train_00104,승리에도 침통했던 박기원 감독 엔진을 끈 것 같다,1
ynat-v1_train_00105,한국관광공사·업무협약 체결,3
ynat-v1_train_00105,한국관광공사·업무 협약 체결,3
ynat-v1_train_00106,프로축구2부 부천 안산과 11 무승부,1
ynat-v1_train_00106,프로축구 2부 리그 부천시청과 11번째 무승부,1
ynat-v1_train_00107,프랑스·G7 정상회의 참석,6
ynat-v1_train_00108,지역 도시 난개발·개정안 발의,3
ynat-v1_train_00109,선수단 출정 및 중단 위기,5
ynat-v1_train_00109,선수 원대회·무산 위기,5
ynat-v1_train_00110,식물 개발 및 광합성 이용 연구,4
ynat-v1_train_00110,공장 개발·광합성 활용 연구,4
ynat-v1_train_00111,자동차 운전 시뮬레이터,0
ynat-v1_train_00111,세아트 드라이빙 시뮬레이터,0
ynat-v1_train_00112,개혁보수신당·'단일당' 추진,2
ynat-v1_train_00112,개혁보수신당·'단일정당' 추진,2
ynat-v1_train_00113,신간 'Z 깔끔하게' 출간,0
ynat-v1_train_00113,신간 'Z끗' 출시,0
ynat-v1_train_00115,울산MBC 최병륜 사장,3
ynat-v1_train_00115,최병륜 울산MBC 사장,3
ynat-v1_train_00116,현대캐피탈·전광인 없이 한국전력을 꺾고 FTV컵 우승을 차지하다,1
ynat-v1_train_00116,현대캐피탈·전광인 없이 한국전력 꺾고 FTV컵 승리,1
ynat-v1_train_00117,어촌으로 봄 여행을 떠나보자… 해수욕장 추천 체험마을 20선,0
ynat-v1_train_00117,어촌으로 봄 여행 떠나볼까…해수부 체험 마을 20곳 추천,0
ynat-v1_train_00118,러시아 우주 로켓·낙뢰에 맞아도 무사히… 탑재 위성 정상 궤도 진입,6
ynat-v1_train_00118,러 우주로켓 벼락 맞고도 멀쩡…탑재 위성 정상궤도 올려,6
ynat-v1_train_00119,게시판 인터넷신문위원회 언론분쟁 대처 교육,3
ynat-v1_train_00120,북한·균열의 징후… 내부 동요,2
ynat-v1_train_00120,북한·균열 조짐…내부 동요,2
ynat-v1_train_00121,손경식 회장·우즈베키스탄과 협력 방안 논의,5
ynat-v1_train_00121,손경 회장·우즈베키스탄 협력 방안 논의,5
ynat-v1_train_00122,대통령·지역경제 활성화의 주역,2
ynat-v1_train_00122,대통령·지역 경제 활성화 주역,2
ynat-v1_train_00123,157km 만남·선동 논란,1
ynat-v1_train_00123,157km 조우·선동 논란,1
ynat-v1_train_00124,박광·발언,2
ynat-v1_train_00125,2자 배구단 코치진 구성 완료… 트레이너에 정경혁 선수 영입,1
ynat-v1_train_00125,2자 배구 팀 코칭진 구성 완료… 트레이너에 정기혁,1
ynat-v1_train_00126,오후부터 흐림·여기저기서 비가 내린다.,0
ynat-v1_train_00126,오후부터 흐리고 곳곳에 비,0
ynat-v1_train_00127,GS칼텍·7연승 질주… 선두 굳히기,1
ynat-v1_train_00127,GS칼텍스·7연승 쾌속 질주… 선두 굳히기,1
ynat-v1_train_00128,교육당국·대학입시센터 시험 확대 5개년 계획 발표,3
ynat-v1_train_00128,수능 확대·교육 당국 5개년 계획 발표,3
ynat-v1_train_00129,2019년 제1차 외국인투자정책협의회 개최,5
ynat-v1_train_00129,2019년 제1회 외국인 투자 정책 협의회 개최,5
ynat-v1_train_00130,iPhone 4S 이벤트,4
ynat-v1_train_00130,아이폰 4S 이벤트,4
ynat-v1_train_00131,학교 급식 및 칸막이 설치 논란,3
ynat-v1_train_00131,학교 급식·칸막이 설치 논란,3
ynat-v1_train_00132,올해의 상·멀리서 개 짖는 소리가 들린다.,0
ynat-v1_train_00132,올해 상·멀리 개 짖는 소리 들려,0
ynat-v1_train_00133,16세 미만 청소년·4.8% 증가,5
ynat-v1_train_00133,16세 미만 청소년·4.8% 성장,5
ynat-v1_train_00134,코오롱플라스틱 1분기 연결 영업익 58억원…138%↑,5
ynat-v1_train_00134,코오롱플라스틱 1분기 연결기준 영업이익 58억원… .138%↑.,5
ynat-v1_train_00135,다이얼로그 포인트 팝업 트랩의 진화,0
ynat-v1_train_00135,대화점 팝업 트랩 진화,0
ynat-v1_train_00136,예비 후보 사전 여론조사 결과 유출 논란,2
ynat-v1_train_00136,예비후보자 사전 여론조사 결과 유출 문제,2
ynat-v1_train_00137,2017 올해의연극 베스트3 오른 옥상 밭 고추는 왜 재공연,0
ynat-v1_train_00137,2017 올해의 연극 베스트 3 옥상 밭의 고추가 재연되는 이유,0
ynat-v1_train_00138,삼성 빅스비 개발자 콘퍼런스 서울 개최,4
ynat-v1_train_00138,삼성 빅스비 개발자 컨퍼런스 서울 개최,4
ynat-v1_train_00139,액세서리 탈부착·스마트폰 업그레이드,4
ynat-v1_train_00139,액세서리 떼었다 붙였다·스마트폰 업그레이드,4
ynat-v1_train_00140,무등산에서 광주 지역의 올해 첫 얼음을 관찰한다.,0
ynat-v1_train_00140,무등산에서 광주지역 올해 첫 얼음 관찰,0
ynat-v1_train_00141,알림톡의 무단 전송 및 페널티 부과,4
ynat-v1_train_00141,알림톡 무단 발송·과태료 부과,4
ynat-v1_train_00142,朴대통령 與 TK 국회의원과 110분 면담…사드 민심 청취,2
ynat-v1_train_00142,박 대통령·여당 TK 국회의원들과 110분간 면담… 3차 민심청문회,2
ynat-v1_train_00143,지소미아 종료까지 8일…美 압박 속 고민 깊어지는 文대통령,2
ynat-v1_train_00143,디소미아 종료까지 8일… 미국의 압박 속에 고민 깊어지는 문 대통령…,2
ynat-v1_train_00144,호텔에서 스타 셰프의 요리를 만날 수 있다… 더 플라자 레스토랑 4곳 오픈,0
ynat-v1_train_00144,호텔서 스타 셰프 음식 만난다…더플라자 레스토랑 4곳 오픈,0
ynat-v1_train_00145,우리은행 박혜진 연봉 3억원으로 2년 연속 연봉 퀸,1
ynat-v1_train_00145,우리은행 박혜진 연봉 30억 원·2년 연속 연봉 퀸,1
ynat-v1_train_00146,친박·원내대표 선거 출마,2
ynat-v1_train_00147,도자기 작품·관람객 열광,0
ynat-v1_train_00147,도예 작품·관람객 열광,0
ynat-v1_train_00148,시리보다 내가 낫다…빅스비의 세로드립 도발종합,4
ynat-v1_train_00148,시리보다 내가 낫다… 빅스비의 세로 드립 도발 종합,4
ynat-v1_train_00150,11월 소비자 지갑을 열어라…유통업계 할인 경쟁 격화,0
ynat-v1_train_00150,11월·소비자의 지갑을 열라… 유통업계 할인 경쟁 심화,0
ynat-v1_train_00151,한국형 발사체 75t 엔진 첫 연소시험 성공,4
ynat-v1_train_00151,한국형 발사체 75t 엔진 첫 연소 시험 성공,4
ynat-v1_train_00152,김정은·산시 방문,2
ynat-v1_train_00152,김정은·산시성 방문,2
ynat-v1_train_00153,힐만 감독 산체스 15∼16일 불펜에서 대기,1
ynat-v1_train_00153,힐만 감독 산체스 15∼16일 불펜 대기,1
ynat-v1_train_00154,전기 74%↓… 3.1% 하락,5
ynat-v1_train_00154,전기 74%↓… .3.1% 하락,5
ynat-v1_train_00155,수협·공공주택 임대료 지원,5
ynat-v1_train_00155,수협·공공임대주택 임대료 지원,5
ynat-v1_train_00156,GS칼텍스 IBK기업은행과 세터 이나연↔이고은 트레이드,1
ynat-v1_train_00156,GS칼텍스IBK기업은행과 세터이나영 ↔ 이고운무역,1
ynat-v1_train_00157,사법적 판단… 불확실성 남아있다,3
ynat-v1_train_00157,사법부 판결…불확실성 남아,3
ynat-v1_train_00158,최고위원 9명·교안 논란,2
ynat-v1_train_00158,최고 의원 9명·교안 논란,2
ynat-v1_train_00160,KT 언랩 통합 TI·정보보안 서비스 개발 업무협약 체결,4
ynat-v1_train_00160,KT안랩 통합TI·정보보안 서비스 개발 업무협약 체결,4
ynat-v1_train_00161,온라인 F 강좌・공동개설,3
ynat-v1_train_00161,온라인 F개강좌·공동 개설,3
ynat-v1_train_00162,북 당대회 나흘 만에 일부 외신 취재 허용… 김정은 위원장 취임 발표,2
ynat-v1_train_00162,北당대회 나흘만에 일부 외신 취재허용…김정은 위원장 취임 발표,2
ynat-v1_train_00163,서울 이일강,0
ynat-v1_train_00163,서울 일강 이,0
ynat-v1_train_00164,日도쿄 주택가 공원 연못에서 토막 시신 발견,6
ynat-v1_train_00164,日도쿄 주택가 공원 연못서 토막시신 발견,6
ynat-v1_train_00165,홍콩 시위 참여 여성 경찰서에서 알몸 수색 강요당해,6
ynat-v1_train_00165,홍콩 시위 참가 여성·경찰서에서 알몸 수색 강제로 당하다,6
ynat-v1_train_00166,삼성·세계 최초 후면 쿼드 카메라 탑재 갤럭시 A9 공개,4
ynat-v1_train_00166,삼성 세계 최초 후면 쿼드카메라 탑재 갤럭시A9 공개,4
ynat-v1_train_00167,손흥민 AG대표팀 합류 시점은…31일 소집 참가 어려워,1
ynat-v1_train_00167,손흥민의 AG 대표팀 합류 시기는… 31일 소집 참여는 어려워…,1
ynat-v1_train_00168,여행 AI·새로운 시대를 열다,0
ynat-v1_train_00168,여행 AI·새로운 시대의 도래를 알린다.,0
ynat-v1_train_00169,e5 사채 0.9조원 발행…OR 대비 55% 증가,5
ynat-v1_train_00169,e5 사채 0.9조원 발행… .OR 대비 55% 증가,5
ynat-v1_train_00170,S달·4년 734만 달러에 영입,1
ynat-v1_train_00170,S월·4년간 734만 달러에 획득,1
ynat-v1_train_00171,미·이란·상대 국적자 체포로 대립…구금 중 학대·상호 비방… 구금 중 학대·서로 비방·중상모략,6
ynat-v1_train_00171,美이란 상대 국적자 체포 갈등…구금 중 학대 서로 비방,6
ynat-v1_train_00172,미네소타주 램장 입구에서 2명이 부상 당하다,6
ynat-v1_train_00172,미네소타주 람장 입구서 2명 부상,6
ynat-v1_train_00173,홍남기 미래부 제1차관·서울혁신센터 등 방문,3
ynat-v1_train_00173,홍남기 미래부 1차관 서울혁신센터 등 방문,3
ynat-v1_train_00174,이란·중동서 강력한 지진 발생,6
ynat-v1_train_00174,이란 중동에서 강력한 지진 발생,6
ynat-v1_train_00175,북한 사이버 공격 집단·세계은행 상대로 1000억엔 탈취 종합,6
ynat-v1_train_00175,북한 사이버 공격 집단 세계 은행들 상대 1천억 탈취종합,6
ynat-v1_train_00176,북 미사일에 한미일 당국자 통화… 한·미·일 협력 확인,6
ynat-v1_train_00176,北발사체에 미일 당국자 통화…한미일 협력 확인,6
ynat-v1_train_00177,명언을 베껴 쓰는 재미·베껴 쓰는 3문장으로,0
ynat-v1_train_00177,명언 옮기는 즐거움·필사 3문장으로,0
ynat-v1_train_00178,한화S&C·동반성장 협력식 개최,5
ynat-v1_train_00179,한국과 일본의 연극 교류,0
ynat-v1_train_00180,LG·타사 고객 대상 갤럭시S8 프로모션 진행,4
ynat-v1_train_00180,LG·타사 고객 대상 GS8 프로모션 실시,4
ynat-v1_train_00181,인공지능·미래 먹거리 투자 유망 분야로 떠올라,4
ynat-v1_train_00181,인공지능·미래 먹거리 투자 유망 분야로 떠오르는 미래 먹거리,4
ynat-v1_train_00182,우천아트밸리에서 45m 높이의 절벽을 배경으로 한 야간 공중쇼를 볼 수 있다.,0
ynat-v1_train_00182,포천아트밸리서 높이 45ｍ 절벽 배경 야간 공중쇼,0
ynat-v1_train_00183,탈북민 착한봉사단 연천서 통일염원 벽화 그린다,0
ynat-v1_train_00183,탈북자 선의봉사단·연천에서 통일염원 벽화 그리다,0
ynat-v1_train_00184,SK·리암스 합류로 전력 강화,1
ynat-v1_train_00184,SK·리암스 영입으로 전력 강화,1
ynat-v1_train_00185,금융발전심의회 전체회의,5
ynat-v1_train_00185,금융발전협의회 전체회의,5
ynat-v1_train_00186,KB증권 농심 4분기 라면 부문 실적개선…목표주가↑,5
ynat-v1_train_00186,KB증권·농심 4분기 라면 부문 실적 개선…투자의견 '매수'… 목표주가 상향 조정,5
ynat-v1_train_00187,반기문·이창부부 초청 만찬회… 2년 전의 약속을 지키다,6
ynat-v1_train_00187,반기문·이창 부부 초대 만찬…2년 전 약속 지켜,6
ynat-v1_train_00188,새누리당 당대표·여·야당 내 계파 갈등으로 몸살 앓고 있다.,2
ynat-v1_train_00188,새누리 원내대표·여소야대 속 계파 갈등 겪어,2
ynat-v1_train_00189,400년 전·일본으로 건너간 조선 최초의 여성 도예가 백파선,0
ynat-v1_train_00189,400년 전 일본 건너간 조선 첫 여성도공 백파선,0
ynat-v1_train_00190,동수 확보에 앞장선다,3
ynat-v1_train_00190,등수 확보 앞장선다,3
ynat-v1_train_00191,MLB.com 다저스가 3년 연속 WS 유력한 우승 후보인데·우승은 어떻게 될까?,1
ynat-v1_train_00191,MLB.com 다저스 3년 연속 WS 유력하지만 우승은 글쎄…,1
